valuation_id,position_id,instrument_id,valuation_date,value_usd,method,valuation_level,source,confidence_score,recorded_at
VAL-01061,POS-0060,INS-0060,2026-03-31,5385294.62,mark_to_model,level_2,internal_model,0.65,2026-04-10
VAL-01062,POS-0060,INS-0060,2026-03-31,5869971.14,mark_to_model,level_2,internal_model,0.88,2026-05-25
VAL-01063,POS-0061,,2024-04-30,5584904.01,observable_price,level_1,pricing_feed,,2024-05-10
VAL-01064,POS-0061,,2024-05-31,5990241.37,observable_price,level_1,pricing_feed,,2024-06-10
VAL-01065,POS-0061,,2024-06-30,6107697.09,observable_price,level_1,pricing_feed,,2024-07-10
VAL-01066,POS-0061,,2024-07-31,6042060.07,observable_price,level_1,pricing_feed,,2024-08-10
VAL-01067,POS-0061,,2024-08-31,6280426.08,observable_price,level_1,pricing_feed,,2024-09-10
VAL-01068,POS-0061,,2024-09-30,6396730.26,observable_price,level_1,pricing_feed,,2024-10-10
VAL-01069,POS-0061,,2024-10-31,6899947.39,observable_price,level_1,pricing_feed,,2024-11-10
VAL-01070,POS-0061,,2024-11-30,6891886.70,observable_price,level_1,pricing_feed,,2024-12-10
VAL-01071,POS-0061,,2024-12-31,6545277.19,observable_price,level_1,pricing_feed,,2025-01-10
VAL-01072,POS-0061,,2025-01-31,6997827.15,observable_price,level_1,pricing_feed,,2025-02-10
VAL-01073,POS-0061,,2025-02-28,6909159.60,observable_price,level_1,pricing_feed,,2025-03-10
VAL-01074,POS-0061,,2025-03-31,6743339.77,observable_price,level_1,pricing_feed,,2025-04-10
VAL-01075,POS-0061,,2025-04-30,7282254.22,observable_price,level_1,pricing_feed,,2025-05-10
VAL-01076,POS-0061,,2025-05-31,7472256.11,observable_price,level_1,pricing_feed,,2025-06-10
VAL-01077,POS-0061,,2025-06-30,7148677.13,observable_price,level_1,pricing_feed,,2025-07-10
VAL-01078,POS-0061,,2025-07-31,7709470.59,observable_price,level_1,pricing_feed,,2025-08-10
VAL-01079,POS-0061,,2025-08-31,7296072.54,observable_price,level_1,pricing_feed,,2025-09-10
VAL-01080,POS-0061,,2025-09-30,7792380.50,observable_price,level_1,pricing_feed,,2025-10-10
VAL-01081,POS-0061,,2025-10-31,7986988.50,observable_price,level_1,pricing_feed,,2025-11-10
VAL-01082,POS-0061,,2025-11-30,8104444.21,observable_price,level_1,pricing_feed,,2025-12-10
VAL-01083,POS-0061,,2025-12-31,8060686.20,observable_price,level_1,pricing_feed,,2026-01-10
VAL-01084,POS-0061,,2026-01-31,8666389.19,observable_price,level_1,pricing_feed,,2026-02-10
VAL-01085,POS-0061,,2026-02-28,8871360.93,observable_price,level_1,pricing_feed,,2026-03-10
VAL-01086,POS-0061,,2026-03-31,8406144.18,observable_price,level_1,pricing_feed,,2026-04-10
